Customer ID,InvoiceDate,Invoice,TotalAmount,ProductVariety,Country,RevenuePercent,AOV,R_Score,F_Score,M_Score,Segment,CLV,Recommended_Intervention,Expected_ROI
12362.0,374,1,130.0,1,Belgium,0.07119666048237477,130.0,1,1,1,Hibernating,1544.5544554455446,Discount_10%,9111.361917692415
12366.0,269,1,500.24,3,Cyprus,0.3974953617810761,500.24,1,1,2,Hibernating,5943.445544554455,Discount_10%,9111.361917692415
12368.0,264,1,917.6999999999999,18,Cyprus,0.5772263450834879,917.6999999999999,1,1,3,Hibernating,10903.366336633662,Discount_10%,9111.361917692415
12369.0,49,3,1791.15,90,Austria,0.7597402597402597,597.0500000000001,3,3,4,Loyal,21280.990099009905,Discount_10%,41173.17729912984
12370.0,260,3,774.62,33,Austria,0.5289888682745826,258.20666666666665,1,3,3,At Risk,9203.40594059406,Discount_10%,40688.40125972367
12371.0,45,3,2179.42,91,Switzerland,0.8028756957328386,726.4733333333334,3,3,5,Loyal,25894.09900990099,Discount_10%,41173.17729912984
12373.0,260,2,763.0500000000001,31,Austria,0.5248144712430427,381.52500000000003,1,2,3,At Risk,9065.940594059406,Discount_10%,40688.40125972367
12374.0,57,3,2246.29,47,Austria,0.8119202226345084,748.7633333333333,3,3,5,Loyal,26688.59405940594,Discount_10%,41173.17729912984
12376.0,25,2,503.15,11,Switzerland,0.39888682745825604,251.575,4,2,2,Potential,5978.019801980197,Discount_10%,16000.35795887281
12377.0,17,2,1798.2,75,Switzerland,0.7604359925788498,899.1,4,2,4,Potential,21364.752475247526,Discount_10%,16000.35795887281
12378.0,198,1,1407.7,82,Switzerland,0.6978200371057514,1407.7,1,1,4,Hibernating,16725.148514851488,Discount_10%,9111.361917692415
12379.0,58,2,767.98,37,Belgium,0.5266697588126159,383.99,3,2,3,Potential,9124.514851485148,Discount_10%,16000.35795887281
12380.0,101,7,6951.49,119,Belgium,0.9575602968460112,993.0699999999999,2,5,5,At Risk,82591.9603960396,Discount_10%,40688.40125972367
12385.0,15,1,1938.4,65,Belgium,0.775278293135436,1938.4,5,1,4,Other,23030.495049504952,Discount_10%,10561.25954738331
12386.0,2,1,258.9,8,Australia,0.20570500927643784,258.9,5,1,2,Other,3076.0396039603957,Discount_10%,10561.25954738331
12387.0,51,1,143.94,9,Australia,0.08835807050092764,143.94,3,1,1,Other,1710.178217821782,Discount_10%,10561.25954738331
12388.0,81,2,1120.45,36,Australia,0.6314935064935064,560.225,2,2,4,At Risk,13312.277227722774,Discount_10%,40688.40125972367
12389.0,38,3,1433.33,41,Australia,0.701530612244898,477.77666666666664,3,3,4,Loyal,17029.663366336634,Discount_10%,41173.17729912984
12391.0,100,5,2312.53,159,Cyprus,0.8188775510204082,462.50600000000003,2,4,5,At Risk,27475.60396039604,Discount_10%,40688.40125972367
12392.0,227,1,234.75000000000003,7,Australia,0.18320964749536178,234.75000000000003,1,1,1,Hibernating,2789.1089108910896,Discount_10%,9111.361917692415
12393.0,18,2,816.85,38,Australia,0.5422077922077922,408.425,4,2,3,Potential,9705.148514851486,Discount_10%,16000.35795887281
12395.0,7,4,2048.64,83,Belgium,0.7887291280148423,512.16,5,4,4,Champions,24340.277227722774,Discount_10%,145827.811526072
12396.0,310,1,931.43,65,RSA,0.5809369202226345,931.43,1,1,3,Hibernating,11066.49504950495,Discount_10%,9111.361917692415
12399.0,21,3,853.65,40,Belgium,0.5565862708719852,284.55,4,3,3,Loyal,10142.376237623761,Discount_10%,41173.17729912984
12400.0,50,1,205.25,11,Australia,0.150278293135436,205.25,3,1,1,Other,2438.6138613861385,Discount_10%,10561.25954738331
12402.0,28,5,1031.3,40,Belgium,0.610621521335807,206.26,4,4,4,Champions,12253.06930693069,Discount_10%,145827.811526072
12403.0,157,1,591.6600000000001,4,Denmark,0.4450371057513915,591.6600000000001,2,1,3,Hibernating,7029.623762376238,Discount_10%,9111.361917692415
12404.0,318,1,63.24,1,Finland,0.019944341372912802,63.24,1,1,1,Hibernating,751.3663366336633,Discount_10%,9111.361917692415
12406.0,35,3,2975.06,44,Denmark,0.8659554730983302,991.6866666666666,4,3,5,Loyal,35347.24752475248,Discount_10%,41173.17729912984
12408.0,21,3,1452.22,41,Belgium,0.7054730983302412,484.0733333333333,4,3,4,Loyal,17254.09900990099,Discount_10%,41173.17729912984
12409.0,56,4,12346.619999999999,125,Switzerland,0.9812152133580705,3086.6549999999997,3,4,5,Loyal,146692.51485148515,Discount_10%,41173.17729912984
12410.0,138,1,320.38,14,Switzerland,0.2660018552875696,320.38,2,1,2,Hibernating,3806.49504950495,Discount_10%,9111.361917692415
12411.0,45,1,346.9,22,Australia,0.2922077922077922,346.9,3,1,2,Other,4121.584158415841,Discount_10%,10561.25954738331
12412.0,38,3,1370.05,50,Denmark,0.6873840445269017,456.68333333333334,3,3,4,Loyal,16277.821782178216,Discount_10%,41173.17729912984
12413.0,38,1,241.35,13,Spain,0.18993506493506493,241.35,3,1,1,Other,2867.524752475247,Discount_10%,10561.25954738331
12414.0,99,3,390.0,9,Austria,0.323747680890538,130.0,2,3,2,At Risk,4633.663366336634,Discount_10%,40688.40125972367
12415.0,11,7,19543.84,169,Australia,0.9893320964749536,2791.977142857143,5,5,5,Champions,232204.0396039604,Discount_10%,145827.811526072
12416.0,292,1,202.56,11,Australia,0.14749536178107606,202.56,1,1,1,Hibernating,2406.653465346535,Discount_10%,9111.361917692415
12417.0,46,11,3167.81,144,Belgium,0.8768552875695733,287.9827272727273,3,5,5,Loyal,37637.346534653465,Discount_10%,41173.17729912984
12418.0,49,3,1352.62,61,Switzerland,0.6822820037105751,450.8733333333333,3,3,4,Loyal,16070.732673267325,Discount_10%,41173.17729912984
12419.0,21,2,503.01,23,Spain,0.39865491651205937,251.505,4,2,2,Potential,5976.3564356435645,Discount_10%,16000.35795887281
12421.0,51,2,291.56,18,Spain,0.23144712430426717,145.78,3,2,2,Potential,3464.079207920792,Discount_10%,16000.35795887281
12422.0,30,14,4428.24,109,Australia,0.922077922077922,316.30285714285714,4,5,5,Champions,52612.75247524752,Discount_10%,145827.811526072
12423.0,23,2,763.08,38,Denmark,0.5250463821892394,381.54,4,2,3,Potential,9066.297029702971,Discount_10%,16000.35795887281
12424.0,58,2,1579.07,59,Australia,0.7272727272727273,789.535,3,2,4,Potential,18761.227722772277,Discount_10%,16000.35795887281
12425.0,84,1,964.21,55,Portugal,0.5906771799628943,964.21,2,1,3,Hibernating,11455.960396039603,Discount_10%,9111.361917692415
12426.0,298,1,762.48,47,Germany,0.5243506493506493,762.48,1,1,3,Hibernating,9059.168316831683,Discount_10%,9111.361917692415
12427.0,7,1,303.5,10,Germany,0.24327458256029685,303.5,5,1,2,Other,3605.940594059406,Discount_10%,10561.25954738331
12429.0,1,5,3735.51,70,Denmark,0.8984230055658627,747.1020000000001,5,4,5,Champions,44382.297029702975,Discount_10%,145827.811526072
12431.0,9,13,4370.52,131,Belgium,0.9206864564007421,336.1938461538462,5,5,5,Champions,51926.97029702971,Discount_10%,145827.811526072
12433.0,2,5,7205.39,163,Norway,0.9594155844155844,1441.078,5,4,5,Champions,85608.59405940595,Discount_10%,145827.811526072
12434.0,17,1,297.29,20,Australia,0.23747680890538034,297.29,4,1,2,Other,3532.1584158415844,Discount_10%,10561.25954738331
12435.0,32,4,6096.04,68,Denmark,0.9478200371057514,1524.01,4,4,5,Champions,72428.19801980197,Discount_10%,145827.811526072
12437.0,31,21,7731.99,216,France,0.9656771799628943,368.19,4,5,5,Champions,91865.22772277228,Discount_10%,145827.811526072
12439.0,318,2,1158.18,69,Cyprus,0.639378478664193,579.09,1,2,4,At Risk,13760.554455445545,Discount_10%,40688.40125972367
12440.0,98,2,859.2,21,Austria,0.5582096474953617,429.6,2,2,3,At Risk,10208.316831683169,Discount_10%,40688.40125972367
12441.0,2,1,173.55,11,France,0.12012987012987013,173.55,5,1,1,Other,2061.980198019802,Discount_10%,10561.25954738331
12443.0,368,1,485.31,21,Norway,0.3877551020408163,485.31,1,1,2,Hibernating,5766.059405940594,Discount_10%,9111.361917692415
12445.0,56,1,301.58000000000004,20,Spain,0.2418831168831169,301.58000000000004,3,1,2,Other,3583.1287128712875,Discount_10%,10561.25954738331
12449.0,46,2,768.6,10,Denmark,0.5271335807050093,384.3,3,2,3,Potential,9131.881188118812,Discount_10%,16000.35795887281
12450.0,35,3,490.32,25,Spain,0.3919294990723562,163.44,4,3,2,Loyal,5825.584158415842,Discount_10%,41173.17729912984
12451.0,99,3,3634.36,147,Switzerland,0.8954081632653061,1211.4533333333334,2,3,5,At Risk,43180.514851485146,Discount_10%,40688.40125972367
12454.0,31,4,13151.44,9,Spain,0.9823747680890538,3287.86,4,4,5,Champions,156254.7326732673,Discount_10%,145827.811526072
12455.0,81,4,3413.09,121,Cyprus,0.8868274582560297,853.2725,2,4,5,At Risk,40551.56435643564,Discount_10%,40688.40125972367
12457.0,71,1,632.68,22,Switzerland,0.46938775510204084,632.68,3,1,3,Other,7516.9900990099,Discount_10%,10561.25954738331
12458.0,63,2,830.09,44,Switzerland,0.5475417439703154,415.045,3,2,3,Potential,9862.455445544554,Discount_10%,16000.35795887281
12459.0,241,1,454.36,23,Spain,0.37036178107606677,454.36,1,1,2,Hibernating,5398.336633663366,Discount_10%,9111.361917692415
12460.0,92,1,326.65,18,Belgium,0.27365491651205937,326.65,2,1,2,Hibernating,3880.990099009901,Discount_10%,9111.361917692415
12466.0,318,1,56.73,1,France,0.016233766233766232,56.73,1,1,1,Hibernating,674.019801980198,Discount_10%,9111.361917692415
12467.0,59,1,132.8,9,USA,0.07525510204081633,132.8,3,1,1,Other,1577.821782178218,Discount_10%,10561.25954738331
12468.0,162,3,2941.2,102,Germany,0.864100185528757,980.4,2,3,5,At Risk,34944.950495049496,Discount_10%,40688.40125972367
12469.0,158,2,3070.54,76,Thailand,0.8708256029684601,1535.27,2,2,5,At Risk,36481.66336633663,Discount_10%,40688.40125972367
12470.0,325,1,211.95,23,Unspecified,0.15793135435992578,211.95,1,1,1,Hibernating,2518.217821782178,Discount_10%,9111.361917692415
12471.0,10,49,20139.739999999998,159,Germany,0.9900278293135436,411.01510204081626,5,5,5,Champions,146500.432410588,Discount_10%,145827.811526072
12472.0,5,13,11308.48,312,Germany,0.9786641929499073,869.8830769230769,5,5,5,Champions,134358.17821782178,Discount_10%,145827.811526072
12474.0,14,13,5048.66,197,Germany,0.9346011131725418,388.35846153846154,5,5,5,Champions,59984.07920792079,Discount_10%,145827.811526072
12475.0,45,1,426.26,25,Germany,0.35018552875695735,426.26,3,1,2,Other,5064.475247524752,Discount_10%,10561.25954738331
12476.0,32,12,7298.99,225,Germany,0.9603432282003711,608.2491666666666,4,5,5,Champions,86720.67326732674,Discount_10%,145827.811526072
12477.0,35,3,7056.63,209,Germany,0.9580241187384044,2352.21,4,3,5,Loyal,83841.14851485148,Discount_10%,41173.17729912984
12480.0,35,3,2183.2200000000003,79,Germany,0.8040352504638218,727.7400000000001,4,3,5,Loyal,25939.247524752478,Discount_10%,41173.17729912984
12481.0,1,6,6765.07,139,Germany,0.9554730983302412,1127.5116666666665,5,4,5,Champions,80377.06930693069,Discount_10%,145827.811526072
12482.0,212,29,23691.4,42,Sweden,0.9925788497217068,816.944827586207,1,5,5,At Risk,281481.9801980198,Discount_10%,40688.40125972367
12483.0,14,11,2635.6,35,Sweden,0.8457792207792207,239.6,5,5,5,Champions,31314.059405940592,Discount_10%,145827.811526072
12484.0,119,6,1828.43,110,Spain,0.7634508348794063,304.73833333333334,2,4,4,At Risk,21723.920792079207,Discount_10%,40688.40125972367
12485.0,165,1,708.1,34,Sweden,0.50069573283859,708.1,2,1,3,Hibernating,8413.069306930694,Discount_10%,9111.361917692415
12486.0,67,1,1037.28,49,Sweden,0.612012987012987,1037.28,3,1,4,Other,12324.118811881188,Discount_10%,10561.25954738331
12487.0,366,1,285.29999999999995,2,Sweden,0.2258812615955473,285.29999999999995,1,1,2,Hibernating,3389.702970297029,Discount_10%,9111.361917692415
12490.0,14,11,4405.71,117,France,0.9216141001855288,400.5190909090909,5,5,5,Champions,52345.069306930694,Discount_10%,145827.811526072
12492.0,39,1,452.0,22,Germany,0.36943413729128016,452.0,3,1,2,Other,5370.297029702971,Discount_10%,10561.25954738331
12494.0,1,3,626.77,28,France,0.4647495361781076,208.92333333333332,5,3,3,Loyal,7446.772277227722,Discount_10%,41173.17729912984
12495.0,276,1,357.4,17,Sweden,0.30113636363636365,357.4,1,1,2,Hibernating,4246.336633663365,Discount_10%,9111.361917692415
12496.0,256,2,54.09,10,Spain,0.01461038961038961,27.045,1,2,1,Hibernating,642.6534653465347,Discount_10%,9111.361917692415
12497.0,36,2,5205.400000000001,30,Germany,0.9366883116883117,2602.7000000000003,4,2,5,Potential,61846.33663366337,Discount_10%,16000.35795887281
12499.0,196,1,393.72,27,Germany,0.32769016697588127,393.72,1,1,2,Hibernating,4677.861386138614,Discount_10%,9111.361917692415
12500.0,71,8,1697.39,61,Germany,0.7458256029684601,212.17375,3,5,4,Loyal,20167.0099009901,Discount_10%,41173.17729912984
12503.0,220,1,1126.0,2,Spain,0.6324211502782932,1126.0,1,1,4,Hibernating,13378.217821782178,Discount_10%,9111.361917692415
12504.0,53,2,297.0,8,Germany,0.23712894248608535,148.5,3,2,2,Potential,3528.7128712871286,Discount_10%,16000.35795887281
12505.0,44,1,955.2,42,Italy,0.5876623376623377,955.2,3,1,3,Other,11348.91089108911,Discount_10%,10561.25954738331
12507.0,220,1,539.25,28,Spain,0.4179035250463822,539.25,1,1,3,Hibernating,6406.9306930693065,Discount_10%,9111.361917692415
12510.0,95,7,4195.45,85,Spain,0.9137291280148423,599.35,2,5,5,At Risk,49846.9306930693,Discount_10%,40688.40125972367
12511.0,64,1,3084.02,190,Greece,0.87152133580705,3084.02,3,1,5,Other,36641.82178217822,Discount_10%,10561.25954738331
12514.0,277,1,580.08,33,Italy,0.44063079777365494,580.08,1,1,3,Hibernating,6892.039603960397,Discount_10%,9111.361917692415
12516.0,66,2,1336.56,38,Germany,0.6799628942486086,668.28,3,2,4,Potential,15879.920792079207,Discount_10%,16000.35795887281
12519.0,112,1,385.7,22,Germany,0.3209647495361781,385.7,2,1,2,Hibernating,4582.574257425742,Discount_10%,9111.361917692415
12523.0,10,12,2582.38,105,France,0.8413729128014842,215.19833333333335,5,5,5,Champions,30681.742574257427,Discount_10%,145827.811526072
12524.0,24,9,6640.39,65,Germany,0.9533858998144712,737.8211111111111,4,5,5,Champions,78895.72277227724,Discount_10%,145827.811526072
12525.0,134,3,973.73,56,France,0.5932282003710575,324.57666666666665,2,3,3,At Risk,11569.069306930693,Discount_10%,40688.40125972367
12527.0,130,2,386.8,13,Germany,0.32142857142857145,193.4,2,2,2,At Risk,4595.643564356436,Discount_10%,40688.40125972367
12529.0,164,1,316.48,21,France,0.26159554730983303,316.48,2,1,2,Hibernating,3760.1584158415844,Discount_10%,9111.361917692415
12530.0,51,5,2096.98,66,Germany,0.7938311688311688,419.396,3,4,4,Loyal,24914.61386138614,Discount_10%,41173.17729912984
12531.0,322,1,1807.98,110,Germany,0.7611317254174397,1807.98,1,1,4,Hibernating,21480.950495049507,Discount_10%,9111.361917692415
12533.0,263,2,1367.89,63,Germany,0.6869202226345084,683.945,1,2,4,At Risk,16252.158415841584,Discount_10%,40688.40125972367
12537.0,44,1,732.94,43,Sweden,0.511595547309833,732.94,3,1,3,Other,8708.198019801981,Discount_10%,10561.25954738331
12538.0,14,1,276.5,13,Spain,0.2189239332096475,276.5,5,1,2,Other,3285.1485148514853,Discount_10%,10561.25954738331
12539.0,86,3,5646.400000000001,127,Spain,0.9431818181818182,1882.1333333333334,2,3,5,At Risk,67085.94059405942,Discount_10%,40688.40125972367
12540.0,14,16,8854.25,171,Spain,0.9700834879406308,553.390625,5,5,5,Champions,105199.0099009901,Discount_10%,145827.811526072
12542.0,120,2,481.88,39,Spain,0.3868274582560297,240.94,2,2,2,At Risk,5725.306930693068,Discount_10%,40688.40125972367
12543.0,84,1,980.25,43,Spain,0.5964749536178108,980.25,2,1,3,Hibernating,11646.534653465347,Discount_10%,9111.361917692415
12547.0,136,1,175.78,13,Spain,0.1226808905380334,175.78,2,1,1,Hibernating,2088.4752475247524,Discount_10%,9111.361917692415
12549.0,211,6,1575.68,38,USA,0.7265769944341373,262.61333333333334,1,4,4,At Risk,18720.950495049503,Discount_10%,40688.40125972367
12553.0,21,2,916.47,39,France,0.576530612244898,458.235,4,2,3,Potential,10888.752475247524,Discount_10%,16000.35795887281
12554.0,84,1,468.5,26,Spain,0.38010204081632654,468.5,2,1,2,Hibernating,5566.336633663366,Discount_10%,9111.361917692415
12555.0,318,1,129.23,1,Spain,0.0698051948051948,129.23,1,1,1,Hibernating,1535.405940594059,Discount_10%,9111.361917692415
12557.0,7,4,6725.18,15,Spain,0.9547773654916512,1681.295,5,4,5,Champions,79903.12871287129,Discount_10%,145827.811526072
12562.0,21,2,1185.18,33,France,0.6458719851576994,592.59,4,2,4,Potential,14081.346534653465,Discount_10%,16000.35795887281
12563.0,44,1,249.24,13,Italy,0.19642857142857142,249.24,3,1,1,Other,2961.267326732673,Discount_10%,10561.25954738331
12567.0,3,7,4308.58,146,France,0.9183673469387755,615.5114285714286,5,5,5,Champions,51191.0495049505,Discount_10%,145827.811526072
12568.0,280,1,70.0,5,Germany,0.022495361781076067,70.0,1,1,1,Hibernating,831.6831683168317,Discount_10%,9111.361917692415
12570.0,318,1,77.52,1,Spain,0.026437847866419294,77.52,1,1,1,Hibernating,921.0297029702971,Discount_10%,9111.361917692415
12573.0,17,4,556.87,83,France,0.4301948051948052,139.2175,4,4,3,Loyal,6616.277227722772,Discount_10%,41173.17729912984
12575.0,93,2,622.8199999999999,34,France,0.46289424860853434,311.40999999999997,2,2,3,At Risk,7399.841584158415,Discount_10%,40688.40125972367
12576.0,28,3,826.89,51,Poland,0.5466141001855288,275.63,4,3,3,Loyal,9824.435643564357,Discount_10%,41173.17729912984
12577.0,17,5,995.9499999999999,144,France,0.601113172541744,199.19,4,4,4,Champions,11833.069306930693,Discount_10%,145827.811526072
12578.0,21,2,1847.94,53,Italy,0.7653061224489796,923.97,4,2,4,Potential,21955.722772277226,Discount_10%,16000.35795887281
12580.0,212,1,637.2,34,Germany,0.4719387755102041,637.2,1,1,3,Hibernating,7570.693069306931,Discount_10%,9111.361917692415
12582.0,58,2,1469.04,79,Finland,0.7084879406307978,734.52,3,2,4,Potential,17453.940594059404,Discount_10%,16000.35795887281
12583.0,9,13,7166.0599999999995,87,France,0.9591836734693877,551.2353846153845,5,5,5,Champions,85141.30693069307,Discount_10%,145827.811526072
12586.0,10,3,1865.73,76,Italy,0.7671614100185529,621.91,5,3,4,Loyal,22167.08910891089,Discount_10%,41173.17729912984
12588.0,35,3,743.88,27,Finland,0.5169294990723562,247.96,4,3,3,Loyal,8838.178217821782,Discount_10%,41173.17729912984
12589.0,57,6,4048.98,100,France,0.9097866419294991,674.83,3,4,5,Loyal,48106.69306930693,Discount_10%,41173.17729912984
12591.0,26,2,899.3,38,Italy,0.5702690166975881,449.65,4,2,3,Potential,10684.752475247524,Discount_10%,16000.35795887281
12592.0,155,3,2145.06,32,Germany,0.799860853432282,715.02,2,3,4,At Risk,25485.861386138615,Discount_10%,40688.40125972367
12594.0,14,5,1751.89,60,Italy,0.7532467532467533,350.37800000000004,5,4,4,Champions,20814.534653465347,Discount_10%,145827.811526072
12595.0,140,1,299.02,19,Germany,0.23863636363636365,299.02,2,1,2,Hibernating,3552.7128712871286,Discount_10%,9111.361917692415
12598.0,99,3,1511.01,69,France,0.714517625231911,503.67,2,3,4,At Risk,17952.59405940594,Discount_10%,40688.40125972367
12599.0,17,6,1264.14,37,France,0.6634972170686456,210.69000000000003,4,4,4,Champions,15019.485148514852,Discount_10%,145827.811526072
12600.0,7,12,2444.88,32,Germany,0.8288497217068646,203.74,5,5,5,Champions,29048.079207920793,Discount_10%,145827.811526072
12601.0,40,1,104.19999999999999,6,Germany,0.04313543599257885,104.19999999999999,3,1,1,Other,1238.0198019801978,Discount_10%,10561.25954738331
12605.0,12,4,1232.95,63,Germany,0.6560760667903525,308.2375,5,4,4,Champions,14648.91089108911,Discount_10%,145827.811526072
12606.0,318,1,21.0,1,Spain,0.003246753246753247,21.0,1,1,1,Hibernating,249.5049504950495,Discount_10%,9111.361917692415
12608.0,40,1,415.79,16,United Kingdom,0.34114100185528756,415.79,3,1,2,Other,4940.079207920792,Discount_10%,10561.25954738331
12609.0,10,6,2309.01,84,Germany,0.8181818181818182,384.83500000000004,5,4,5,Champions,27433.782178217825,Discount_10%,145827.811526072
12613.0,24,5,3490.69,132,Germany,0.8905380333951762,698.138,4,4,5,Champions,41473.544554455446,Discount_10%,145827.811526072
12615.0,49,4,3449.79,147,France,0.8884508348794063,862.4475,3,4,5,Loyal,40987.60396039604,Discount_10%,41173.17729912984
12616.0,24,1,417.8,22,France,0.3427643784786642,417.8,4,1,2,Other,4963.960396039604,Discount_10%,10561.25954738331
12619.0,196,1,140.14,10,Germany,0.08418367346938775,140.14,1,1,1,Hibernating,1665.0297029702967,Discount_10%,9111.361917692415
12621.0,1,16,11086.14,163,Germany,0.9777365491651205,692.88375,5,5,5,Champions,131716.51485148515,Discount_10%,145827.811526072
12623.0,52,6,3442.7400000000002,109,Germany,0.887987012987013,573.7900000000001,3,4,5,Loyal,40903.84158415842,Discount_10%,41173.17729912984
12625.0,145,2,2481.06,85,Germany,0.8320964749536178,1240.53,2,2,5,At Risk,29477.940594059408,Discount_10%,40688.40125972367
12629.0,21,2,1558.22,40,Sweden,0.7226345083487941,779.11,4,2,4,Potential,18513.504950495048,Discount_10%,16000.35795887281
12631.0,92,5,2841.07,105,Finland,0.8592300556586271,568.214,2,4,5,At Risk,33755.28712871287,Discount_10%,40688.40125972367
12632.0,156,2,804.88,32,Germany,0.5387291280148423,402.44,2,2,3,At Risk,9562.930693069306,Discount_10%,40688.40125972367
12633.0,18,3,3514.18,182,Germany,0.891465677179963,1171.3933333333332,4,3,5,Loyal,41752.63366336633,Discount_10%,41173.17729912984
12634.0,171,2,490.0,20,USA,0.3914656771799629,245.0,2,2,2,At Risk,5821.782178217822,Discount_10%,40688.40125972367
12635.0,28,2,1241.23,77,Germany,0.6586270871985158,620.615,4,2,4,Potential,14747.287128712871,Discount_10%,16000.35795887281
12636.0,374,1,141.0,1,USA,0.08534322820037106,141.0,1,1,1,Hibernating,1675.2475247524753,Discount_10%,9111.361917692415
12637.0,14,4,2318.41,162,France,0.8198051948051948,579.6025,5,4,5,Champions,27545.465346534653,Discount_10%,145827.811526072
12638.0,275,1,249.8,9,Sweden,0.19735621521335808,249.8,1,1,1,Hibernating,2967.9207920792082,Discount_10%,9111.361917692415
12639.0,70,2,826.27,39,Sweden,0.5463821892393321,413.135,3,2,3,Potential,9817.069306930693,Discount_10%,16000.35795887281
12643.0,21,6,5005.78,14,France,0.9336734693877551,834.2966666666666,4,4,5,Champions,59474.61386138614,Discount_10%,145827.811526072
12644.0,66,3,1440.58,76,Germany,0.7033858998144712,480.1933333333333,3,3,4,Loyal,17115.80198019802,Discount_10%,41173.17729912984
12645.0,45,4,1764.12,72,Germany,0.7548701298701299,441.03,3,4,4,Loyal,20959.841584158414,Discount_10%,41173.17729912984
12647.0,3,27,14201.53,218,Germany,0.9837662337662337,525.9825925925926,5,5,5,Champions,168731.0495049505,Discount_10%,145827.811526072
12648.0,73,3,793.95,32,Germany,0.5347866419294991,264.65000000000003,2,3,3,At Risk,9433.069306930694,Discount_10%,40688.40125972367
12649.0,18,5,1671.1399999999999,75,Germany,0.7416512059369202,334.22799999999995,4,4,4,Champions,19855.128712871287,Discount_10%,145827.811526072
12651.0,14,3,263.75,21,France,0.2101113172541744,87.91666666666667,5,3,2,Loyal,3133.6633663366338,Discount_10%,41173.17729912984
12652.0,70,1,97.05000000000001,3,Germany,0.03780148423005566,97.05000000000001,3,1,1,Other,1153.0693069306933,Discount_10%,10561.25954738331
12653.0,162,1,1950.98,43,Israel,0.7773654916512059,1950.98,2,1,4,Hibernating,23179.960396039605,Discount_10%,9111.361917692415
12655.0,59,1,261.35,16,France,0.20802411873840446,261.35,3,1,2,Other,3105.1485148514853,Discount_10%,10561.25954738331
12656.0,61,3,2356.66,108,France,0.823051948051948,785.5533333333333,3,3,5,Loyal,27999.920792079207,Discount_10%,41173.17729912984
12661.0,72,1,162.0,11,Sweden,0.10760667903525047,162.0,2,1,1,Hibernating,1924.7524752475247,Discount_10%,9111.361917692415
12662.0,9,10,3138.2400000000002,94,Germany,0.8752319109461967,313.824,5,5,5,Champions,37286.019801980205,Discount_10%,145827.811526072
12663.0,260,2,239.4,9,Germany,0.187847866419295,119.7,1,2,1,Hibernating,2844.3564356435645,Discount_10%,9111.361917692415
12664.0,150,2,1188.16,4,Finland,0.6465677179962894,594.08,2,2,4,At Risk,14116.752475247527,Discount_10%,40688.40125972367
12665.0,53,2,250.6,13,Germany,0.19874768089053804,125.3,3,2,1,Potential,2977.425742574257,Discount_10%,16000.35795887281
12666.0,30,1,1248.42,31,Israel,0.6595547309833024,1248.42,4,1,4,Other,14832.712871287129,Discount_10%,10561.25954738331
12668.0,14,6,7637.53,233,Germany,0.9640538033395176,1272.9216666666666,5,4,5,Champions,90742.93069306931,Discount_10%,145827.811526072
12670.0,21,2,764.24,21,France,0.525278293135436,382.12,4,2,3,Potential,9080.079207920793,Discount_10%,16000.35795887281
12671.0,242,1,2622.481,45,Germany,0.8453153988868275,2622.481,1,1,5,Hibernating,31158.190099009906,Discount_10%,9111.361917692415
